"","type","district","place","date","price"
"1","Działka",NA," 9999 ","31 December 2024","23 490 000"
"2","Mieszkanie",NA," 60 ","31 December 2024","3474 000"
"3","Mieszkanie",NA," 54 ","31 December 2024","0556 818"
"4","Mieszkanie"," Grunwald"," 53 ","31 December 2024","5489 000"
"5","Mieszkanie"," Naramowice"," 54 ","31 December 2024","9640 500"
"6","Mieszkanie"," Sołacz"," 65 ","31 December 2024","4665 000"
"7","Mieszkanie"," Piątkowo"," 88 ","31 December 2024","9815 000"
"8","Mieszkanie"," Grunwald"," 68 ","31 December 2024","9660 000"
"9","Mieszkanie"," Rataje"," 47 ","31 December 2024","9537 950"
"10","Mieszkanie"," Piątkowo"," 75 ","31 December 2024","62200"
"11","Mieszkanie"," Łazarz"," 60 ","31 December 2024","6710 000"
"12","Mieszkanie"," Naramowice"," 55 ","31 December 2024","6517 115"
"13","Mieszkanie"," Centrum"," 71 ","31 December 2024","41 400 000"
"14","Działka",NA," 1186 ","31 December 2024","7557 420"
"15","Mieszkanie"," Podolany"," 49 ","31 December 2024","2625 000"
"16","Mieszkanie"," Wilda"," 98 ","30 December 2024","91 799 000"
"17","Mieszkanie"," Jeżyce"," 45 ","30 December 2024","5720 000"
"18","Mieszkanie"," Górczyn"," 52 ","30 December 2024","5550 000"
"19","Mieszkanie"," Rataje"," 117 ","30 December 2024","71 835 900"
"20","Mieszkanie"," Grunwald"," 55 ","30 December 2024","0659 000"
"21","Mieszkanie"," Wilda"," 53 ","30 December 2024","82800"
"22","Mieszkanie",NA," 40 ","30 December 2024","42399"
"23","Mieszkanie"," Rataje"," 80 ","30 December 2024","41100"
"24","Mieszkanie"," Jeżyce"," 49 ","30 December 2024","71700"
"25","Magazyny i hale",NA," 14000 ","30 December 2024","9224 000"
"26","Mieszkanie",NA," 79 ","30 December 2024","5698 000"
"27","Mieszkanie"," Grunwald"," 42 ","30 December 2024","5670 000"
"28","Mieszkanie"," Winogrady"," 39 ","30 December 2024","6486 058"
"29","Mieszkanie"," Naramowice"," 67 ","30 December 2024","0746 758"
"30","Mieszkanie"," Naramowice"," 88 ","30 December 2024","4961 606"
"31","Mieszkanie"," Naramowice"," 43 ","30 December 2024","2536 553"
"32","Mieszkanie"," Winogrady"," 62 ","30 December 2024","0652 904"
"33","Mieszkanie"," Naramowice"," 43 ","30 December 2024","1479 782"
"34","Mieszkanie",NA," 56 ","30 December 2024","0705 870"
"35","Mieszkanie"," Winogrady"," 49 ","30 December 2024","7557 281"
"36","Mieszkanie"," Nowe Miasto"," 59 ","30 December 2024","7762 000"
"37","Mieszkanie"," Nowe Miasto"," 65 ","30 December 2024","2672 280"
"38","Mieszkanie"," Nowe Miasto"," 69 ","30 December 2024","8761 460"
"39","Mieszkanie",NA," 70 ","30 December 2024","3990 000"
"40","Mieszkanie"," Rataje"," 48 ","30 December 2024","6545 000"
"41","Mieszkanie"," Winogrady"," 54 ","30 December 2024","4495 000"
"42","Mieszkanie"," Piątkowo"," 60 ","30 December 2024","72500"
"43","Mieszkanie"," Dębiec"," 46 ","30 December 2024","2440 000"
"44","Mieszkanie"," Piątkowo"," 52 ","30 December 2024","8646 000"
"45","Mieszkanie"," Winogrady"," 48 ","29 December 2024","9575 000"
"46","Dom"," Podolany"," 127 ","29 December 2024","01 390 000"
"47","Mieszkanie"," Grunwald"," 42 ","29 December 2024","3499 000"
"48","Lokal usługowy"," Jeżyce"," 90 ","29 December 2024","62000"
"49","Mieszkanie"," Grunwald"," 45 ","28 December 2024","91850"
"50","Mieszkanie"," Jeżyce"," 50 ","28 December 2024","62950"
"51","Mieszkanie"," Rataje"," 46 ","28 December 2024","2430 000"
"52","Mieszkanie",NA," 57 ","28 December 2024","52750"
"53","Mieszkanie"," Jeżyce"," 66 ","28 December 2024","7999 000"
"54","Mieszkanie"," Naramowice"," 69 ","27 December 2024","8599 000"
"55","Mieszkanie"," Jeżyce"," 37 ","27 December 2024","6479 000"
"56","Mieszkanie"," Jeżyce"," 27 ","27 December 2024","1425 000"
"57","Mieszkanie",NA," 31 ","27 December 2024","62090"
"58","Mieszkanie"," Grunwald"," 47 ","27 December 2024","0629 000"
"59","Mieszkanie"," Jeżyce"," 46 ","27 December 2024","22990"
"60","Mieszkanie"," Jeżyce"," 54 ","27 December 2024","61800"
"61","Mieszkanie"," Naramowice"," 41 ","27 December 2024","2463 058"
"62","Mieszkanie"," Naramowice"," 53 ","27 December 2024","1607 610"
"63","Mieszkanie"," Naramowice"," 53 ","27 December 2024","9584 024"
"64","Mieszkanie"," Naramowice"," 44 ","27 December 2024","8521 515"
"65","Mieszkanie"," Naramowice"," 39 ","27 December 2024","7482 742"
"66","Mieszkanie"," Naramowice"," 33 ","27 December 2024","5416 133"
"67","Mieszkanie"," Naramowice"," 41 ","27 December 2024","4456 200"
"68","Mieszkanie"," Naramowice"," 39 ","27 December 2024","2444 120"
"69","Mieszkanie"," Rataje"," 56 ","27 December 2024","1543 521"
"70","Mieszkanie"," Rataje"," 55 ","27 December 2024","9529 566"
"71","Mieszkanie"," Rataje"," 52 ","27 December 2024","7496 258"
"72","Mieszkanie"," Rataje"," 44 ","27 December 2024","5450 370"
"73","Mieszkanie"," Rataje"," 43 ","27 December 2024","3437 800"
"74","Mieszkanie"," Rataje"," 42 ","27 December 2024","1432 278"
"75","Mieszkanie"," Rataje"," 42 ","27 December 2024","0428 410"
"76","Mieszkanie"," Rataje"," 39 ","27 December 2024","8415 996"
"77","Mieszkanie"," Łazarz"," 50 ","27 December 2024","82150"
"78","Mieszkanie"," Winogrady"," 25 ","27 December 2024","0352 670"
"79","Magazyny i hale"," Górczyn"," 190 ","27 December 2024","57600"
"80","Magazyny i hale",NA," 194 ","27 December 2024","34950"
"81","Działka",NA," 240000 ","27 December 2024","048 000 000"
"82","Mieszkanie"," Winogrady"," 26 ","27 December 2024","7348 140"
"83","Mieszkanie"," Piątkowo"," 31 ","27 December 2024","9420 000"
"84","Mieszkanie",NA," 20 ","27 December 2024","31800"
"85","Mieszkanie"," Grunwald"," 89 ","27 December 2024","81 315 000"
"86","Mieszkanie",NA," 60 ","27 December 2024","8999 999"
"87","Mieszkanie"," Podolany"," 32 ","27 December 2024","12299"
"88","Mieszkanie",NA," 65 ","27 December 2024","1670 000"
"89","Mieszkanie"," Grunwald"," 15 ","27 December 2024","21300"
"90","Mieszkanie"," Stare Miasto"," 51 ","27 December 2024","8485 000"
"91","Mieszkanie"," Piątkowo"," 61 ","27 December 2024","7704 950"
"92","Mieszkanie",NA," 63 ","26 December 2024","0549 000"
"93","Dom",NA," 240 ","26 December 2024","61 890 000"
"94","Działka"," Fabianowo-Kotowo"," 2000 ","26 December 2024","15000"
"95","Mieszkanie"," Winogrady"," 91 ","26 December 2024","3780 000"
"96","Dom"," Podolany"," 107 ","26 December 2024","1889 000"
"97","Dom"," Winogrady"," 86 ","26 December 2024","1779 000"
"98","Mieszkanie"," Podolany"," 86 ","26 December 2024","0779 000"
"99","Mieszkanie"," Wilda"," 32 ","24 December 2024","6415 000"
"100","Pokój"," Winogrady"," 9 ","24 December 2024","5700"
"101","Dom"," Podolany"," 92 ","24 December 2024","0899 000"
"102","Mieszkanie"," Wilda"," 51 ","24 December 2024","3599 000"
"103","Mieszkanie"," Piątkowo"," 31 ","24 December 2024","1325 000"
"104","Mieszkanie"," Wilda"," 61 ","24 December 2024","0779 000"
"105","Mieszkanie"," Naramowice"," 53 ","24 December 2024","7559 900"
"106","Mieszkanie"," Jeżyce"," 39 ","24 December 2024","5508 395"
"107","Mieszkanie"," Junikowo"," 58 ","24 December 2024","4849 000"
"108","Mieszkanie",NA," 61 ","23 December 2024","1775 000"
"109","Mieszkanie"," Wilda"," 46 ","23 December 2024","3425 000"
"110","Mieszkanie"," Łazarz"," 69 ","23 December 2024","3748 394"
"111","Mieszkanie",NA," 22 ","23 December 2024","61300"
"112","Mieszkanie"," Piątkowo"," 53 ","23 December 2024","5499 000"
"113","Mieszkanie"," Łazarz"," 47 ","23 December 2024","02300"
"114","Działka",NA," 1446 ","23 December 2024","11 900 000"
"115","Mieszkanie",NA," 74 ","23 December 2024","2669 900"
"116","Komercyjne"," Winiary"," 55 ","23 December 2024","13200"
"117","Mieszkanie"," Podolany"," 67 ","23 December 2024","2738 858"
"118","Mieszkanie"," Podolany"," 56 ","23 December 2024","0612 143"
"119","Mieszkanie"," Podolany"," 37 ","23 December 2024","8475 824"
"120","Mieszkanie"," Stare Miasto"," 65 ","23 December 2024","9560 000"
"121","Mieszkanie"," Stare Miasto"," 31 ","23 December 2024","4529 000"
"122","Biuro",NA," 90 ","23 December 2024","33499"
"123","Mieszkanie"," Wilda"," 55 ","23 December 2024","12850"
"124","Działka"," Żegrze"," 12500 ","23 December 2024","64 990 000"
"125","Mieszkanie"," Nowe Miasto"," 51 ","23 December 2024","6625 000"
"126","Magazyny i hale"," Jeżyce"," 7312 ","23 December 2024","8124 304"
"127","Mieszkanie"," Piątkowo"," 94 ","23 December 2024","2893 500"
"128","Mieszkanie"," Wilda"," 96 ","22 December 2024","31 199 000"
"129","Mieszkanie"," Podolany"," 40 ","22 December 2024","0499 000"
"130","Mieszkanie"," Jeżyce"," 68 ","22 December 2024","7897 000"
"131","Mieszkanie"," Jeżyce"," 35 ","22 December 2024","9491 504"
"132","Mieszkanie"," Górczyn"," 54 ","22 December 2024","4425 000"
"133","Mieszkanie",NA," 40 ","22 December 2024","2484 528"
"134","Magazyny i hale"," Górczyn"," 285 ","22 December 2024","82 500 000"
"135","Mieszkanie"," Dębiec"," 32 ","22 December 2024","62300"
"136","Dom",NA," 131 ","22 December 2024","91 099 999"
"137","Mieszkanie"," Rataje"," 49 ","22 December 2024","1459 000"
"138","Mieszkanie"," Jeżyce"," 18 ","21 December 2024","5329 000"
"139","Mieszkanie",NA," 76 ","21 December 2024","1850 000"
"140","Magazyny i hale",NA," 200 ","21 December 2024","23500"
"141","Magazyny i hale",NA," 5000 ","21 December 2024","596 075"
"142","Mieszkanie",NA," 36 ","21 December 2024","4484 696"
"143","Mieszkanie",NA," 36 ","21 December 2024","2452 638"
"144","Mieszkanie",NA," 29 ","21 December 2024","0372 293"
"145","Mieszkanie",NA," 56 ","21 December 2024","8599 799"
"146","Mieszkanie",NA," 55 ","21 December 2024","6559 793"
"147","Mieszkanie"," Jeżyce"," 39 ","21 December 2024","7508 390"
"148","Dom"," Umultowo"," 267 ","21 December 2024","41 700 000"
"149","Działka"," Morasko-Radojewo"," 2036 ","21 December 2024","0812 364"
"150","Mieszkanie"," Strzeszyn"," 58 ","21 December 2024","5720 000"
"151","Mieszkanie"," Piątkowo"," 74 ","21 December 2024","01 339 000"
"152","Mieszkanie"," Naramowice"," 41 ","21 December 2024","5469 072"
"153","Mieszkanie"," Naramowice"," 39 ","21 December 2024","3449 888"
"154","Mieszkanie"," Naramowice"," 39 ","21 December 2024","3489 011"
"155","Mieszkanie"," Naramowice"," 44 ","21 December 2024","3528 288"
"156","Mieszkanie"," Naramowice"," 41 ","21 December 2024","1462 125"
"157","Mieszkanie"," Naramowice"," 33 ","21 December 2024","0421 537"
"158","Mieszkanie"," Naramowice"," 53 ","21 December 2024","6591 609"
"159","Mieszkanie"," Naramowice"," 53 ","21 December 2024","3615 502"
"160","Dom",NA," 132 ","21 December 2024","41 080 000"
"161","Mieszkanie"," Nowe Miasto"," 38 ","21 December 2024","92600"
"162","Działka"," Sołacz"," 514 ","21 December 2024","9668 000"
"163","Mieszkanie"," Naramowice"," 39 ","20 December 2024","8456 000"
"164","Mieszkanie"," Nowe Miasto"," 74 ","20 December 2024","6732 000"
"165","Mieszkanie"," Winogrady"," 49 ","20 December 2024","3563 000"
"166","Mieszkanie"," Podolany"," 40 ","20 December 2024","0430 703"
"167","Mieszkanie"," Nowe Miasto"," 39 ","20 December 2024","0439 000"
"168","Mieszkanie"," Główna"," 25 ","20 December 2024","8287 287"
"169","Mieszkanie"," Podolany"," 59 ","20 December 2024","5590 000"
"170","Mieszkanie",NA," 54 ","20 December 2024","7556 000"
"171","Mieszkanie",NA," 42 ","20 December 2024","5478 000"
"172","Mieszkanie"," Jeżyce"," 61 ","20 December 2024","8689 000"
"173","Mieszkanie"," Jeżyce"," 36 ","20 December 2024","6454 000"
"174","Dom"," Podolany"," 127 ","20 December 2024","71 290 000"
"175","Działka"," Ławica"," 299 ","20 December 2024","558 900"
"176","Mieszkanie"," Naramowice"," 43 ","20 December 2024","8550 000"
"177","Mieszkanie"," Winogrady"," 53 ","20 December 2024","9537 000"
"178","Mieszkanie"," Grunwald"," 85 ","20 December 2024","41 159 000"
"179","Mieszkanie"," Grunwald"," 55 ","20 December 2024","2864 999"
"180","Mieszkanie"," Stare Miasto"," 39 ","20 December 2024","1579 999"
"181","Mieszkanie"," Nowe Miasto"," 51 ","20 December 2024","8517 370"
"182","Mieszkanie"," Rataje"," 65 ","20 December 2024","7638 900"
"183","Mieszkanie"," Winogrady"," 28 ","20 December 2024","3397 000"
"184","Mieszkanie"," Rataje"," 65 ","20 December 2024","0679 999"
"185","Mieszkanie"," Jeżyce"," 39 ","20 December 2024","4484 000"
"186","Mieszkanie"," Jeżyce"," 52 ","20 December 2024","2533 500"
"187","Mieszkanie"," Jeżyce"," 30 ","20 December 2024","1387 000"
"188","Mieszkanie"," Rataje"," 80 ","20 December 2024","7881 600"
"189","Mieszkanie"," Podolany"," 56 ","20 December 2024","1622 950"
"190","Mieszkanie"," Naramowice"," 50 ","20 December 2024","0531 000"
"191","Mieszkanie"," Rataje"," 48 ","20 December 2024","7469 999"
"192","Mieszkanie"," Grunwald"," 58 ","20 December 2024","1719 999"
"193","Mieszkanie"," Podolany"," 63 ","20 December 2024","7700 000"
"194","Mieszkanie"," Rataje"," 60 ","20 December 2024","4684 000"
"195","Mieszkanie"," Podolany"," 37 ","20 December 2024","8413 600"
"196","Mieszkanie"," Winogrady"," 26 ","20 December 2024","6364 500"
"197","Mieszkanie"," Jeżyce"," 40 ","20 December 2024","4465 600"
"198","Mieszkanie"," Rataje"," 46 ","20 December 2024","3549 999"
"199","Mieszkanie"," Winiary"," 53 ","20 December 2024","5569 000"
"200","Dom"," Jeżyce"," 390 ","20 December 2024","01 500 000"
"201","Mieszkanie"," Grunwald"," 60 ","20 December 2024","8659 000"
"202","Mieszkanie"," Chartowo"," 33 ","20 December 2024","4390 000"
"203","Dom",NA," 280 ","20 December 2024","11 690 000"
"204","Działka"," Kiekrz"," 948 ","20 December 2024","9840 000"
"205","Działka"," Jeżyce"," 948 ","20 December 2024","3840 000"
"206","Mieszkanie"," Stare Miasto"," 74 ","20 December 2024","5690 000"
"207","Magazyny i hale"," Górczyn"," 45 ","20 December 2024","31666"
"208","Mieszkanie"," Jeżyce"," 75 ","20 December 2024","02200"
"209","Mieszkanie"," Junikowo"," 58 ","20 December 2024","3723 000"
"210","Mieszkanie"," Junikowo"," 58 ","20 December 2024","2726 125"
"211","Mieszkanie"," Junikowo"," 58 ","20 December 2024","9727 500"
"212","Mieszkanie"," Junikowo"," 54 ","20 December 2024","7759 578"
"213","Mieszkanie"," Junikowo"," 68 ","20 December 2024","4868 275"
"214","Mieszkanie"," Junikowo"," 58 ","20 December 2024","3728 875"
"215","Mieszkanie"," Junikowo"," 42 ","20 December 2024","1584 645"
"216","Mieszkanie"," Junikowo"," 57 ","20 December 2024","0709 250"
"217","Mieszkanie"," Jeżyce"," 99 ","20 December 2024","31 099 000"
"218","Garaż"," Winogrady"," 14 ","20 December 2024","626 000"
"219","Mieszkanie",NA," 42 ","20 December 2024","7449 000"
"220","Mieszkanie"," Dębiec"," 74 ","20 December 2024","3799 000"
"221","Dom",NA," 109 ","19 December 2024","11 330 000"
"222","Mieszkanie"," Piątkowo"," 63 ","19 December 2024","7570 000"
"223","Mieszkanie"," Sołacz"," 57 ","19 December 2024","2549 000"
"224","Mieszkanie"," Grunwald"," 40 ","19 December 2024","7649 000"
"225","Mieszkanie"," Wilda"," 74 ","19 December 2024","11 050 000"
"226","Mieszkanie"," Jeżyce"," 34 ","19 December 2024","2455 000"
"227","Mieszkanie"," Piątkowo"," 84 ","19 December 2024","0740 000"
"228","Mieszkanie"," Wilda"," 74 ","19 December 2024","61 150 000"
"229","Magazyny i hale"," Podolany"," 160 ","19 December 2024","23800"
"230","Magazyny i hale",NA," 790 ","19 December 2024","024 000"
"231","Mieszkanie"," Grunwald"," 19 ","19 December 2024","31500"
"232","Mieszkanie"," Grunwald"," 75 ","19 December 2024","33800"
"233","Mieszkanie"," Jeżyce"," 110 ","19 December 2024","12 290 000"
"234","Mieszkanie"," Jeżyce"," 52 ","19 December 2024","6598 000"
"235","Mieszkanie",NA," 133 ","19 December 2024","71 390 000"
"236","Mieszkanie"," Nowe Miasto"," 57 ","19 December 2024","4685 000"
"237","Mieszkanie"," Winogrady"," 105 ","19 December 2024","11 310 000"
"238","Mieszkanie"," Piątkowo"," 39 ","19 December 2024","3449 000"
"239","Dom"," Naramowice"," 776 ","19 December 2024","51 500 000"
"240","Mieszkanie"," Stare Miasto"," 48 ","19 December 2024","0509 000"
"241","Mieszkanie",NA," 64 ","18 December 2024","5629 000"
"242","Mieszkanie"," Junikowo"," 62 ","18 December 2024","4719 000"
"243","Dom"," Grunwald"," 160 ","18 December 2024","9885 000"
"244","Mieszkanie"," Stare Miasto"," 11 ","18 December 2024","31500"
"245","Działka"," Morasko-Radojewo"," 1000 ","18 December 2024","6399 000"
"246","Mieszkanie"," Rataje"," 48 ","18 December 2024","9575 000"
"247","Mieszkanie"," Centrum"," 21 ","18 December 2024","7375 020"
"248","Działka"," Grunwald"," 938 ","18 December 2024","01 550 000"
"249","Komercyjne"," Grunwald"," 276 ","18 December 2024","31 550 000"
"250","Mieszkanie"," Naramowice"," 28 ","18 December 2024","9315 000"
"251","Mieszkanie"," Rataje"," 43 ","18 December 2024","5443 487"
"252","Mieszkanie"," Rataje"," 47 ","18 December 2024","9460 634"
"253","Mieszkanie"," Rataje"," 39 ","18 December 2024","9420 996"
"254","Mieszkanie"," Rataje"," 56 ","18 December 2024","3550 580"
"255","Mieszkanie"," Rataje"," 55 ","18 December 2024","3536 444"
"256","Mieszkanie"," Rataje"," 42 ","18 December 2024","2433 974"
"257","Mieszkanie"," Rataje"," 52 ","18 December 2024","2502 703"
"258","Mieszkanie"," Rataje"," 42 ","18 December 2024","2437 892"
"259","Mieszkanie"," Rataje"," 44 ","18 December 2024","2456 220"
"260","Działka"," Morasko-Radojewo"," 1222 ","18 December 2024","5780 000"
"261","Mieszkanie"," Rataje"," 63 ","18 December 2024","4527 000"
"262","Mieszkanie",NA," 32 ","18 December 2024","0359 000"
"263","Mieszkanie"," Grunwald"," 49 ","18 December 2024","9566 000"
"264","Mieszkanie"," Grunwald"," 48 ","18 December 2024","7430 000"
"265","Mieszkanie"," Grunwald"," 40 ","18 December 2024","8499 000"
"266","Mieszkanie"," Wilda"," 66 ","17 December 2024","8459 000"
"267","Działka"," Morasko-Radojewo"," 1800 ","17 December 2024","7628 000"
"268","Mieszkanie"," Grunwald"," 49 ","17 December 2024","6465 000"
"269","Mieszkanie"," Jeżyce"," 59 ","17 December 2024","0823 500"
"270","Mieszkanie"," Stare Miasto"," 65 ","17 December 2024","7799 000"
"271","Komercyjne"," Winogrady"," 103 ","17 December 2024","91 104 000"
"272","Biuro"," Winogrady"," 152 ","17 December 2024","61 504 000"
"273","Mieszkanie"," Wilda"," 87 ","17 December 2024","71 050 000"
"274","Mieszkanie"," Wilda"," 69 ","17 December 2024","6720 000"
"275","Dom"," Wilda"," 150 ","17 December 2024","0799 000"
"276","Mieszkanie"," Rataje"," 46 ","17 December 2024","5459 000"
"277","Mieszkanie"," Łazarz"," 43 ","17 December 2024","02350"
"278","Dom"," Naramowice"," 223 ","17 December 2024","71 750 000"
"279","Dom"," Podolany"," 214 ","17 December 2024","22 590 000"
"280","Magazyny i hale"," Jeżyce"," 252 ","17 December 2024","17000"
"281","Dom"," Naramowice"," 210 ","17 December 2024","61 350 000"
"282","Mieszkanie"," Grunwald"," 39 ","17 December 2024","9560 000"
"283","Mieszkanie"," Jeżyce"," 66 ","17 December 2024","3819 000"
"284","Mieszkanie"," Podolany"," 48 ","17 December 2024","5800 000"
"285","Mieszkanie"," Sołacz"," 29 ","17 December 2024","7329 000"
"286","Dom"," Jeżyce"," 246 ","17 December 2024","41 485 000"
"287","Mieszkanie"," Stare Miasto"," 30 ","17 December 2024","4350 000"
"288","Mieszkanie"," Stare Miasto"," 30 ","17 December 2024","3330 000"
"289","Mieszkanie"," Stare Miasto"," 32 ","17 December 2024","2340 000"
"290","Mieszkanie",NA," 69 ","16 December 2024","83700"
"291","Mieszkanie"," Piątkowo"," 67 ","16 December 2024","12700"
"292","Mieszkanie"," Nowe Miasto"," 41 ","16 December 2024","42750"
"293","Magazyny i hale",NA," 20000 ","16 December 2024","011 000 000"
"294","Dom"," Junikowo"," 175 ","16 December 2024","81 099 000"
"295","Mieszkanie"," Górczyn"," 30 ","16 December 2024","31850"
"296","Magazyny i hale",NA," 3700 ","16 December 2024","056 876"
"297","Mieszkanie"," Rataje"," 52 ","16 December 2024","9699 000"
"298","Mieszkanie"," Stare Miasto"," 36 ","16 December 2024","52210"
"299","Mieszkanie"," Stare Miasto"," 42 ","16 December 2024","32665"
"300","Mieszkanie"," Grunwald"," 34 ","16 December 2024","92900"
"301","Działka"," Jeżyce"," 1160 ","16 December 2024","51 300 000"
"302","Dom"," Grunwald"," 263 ","16 December 2024","51 199 000"
"303","Dom",NA," 154 ","16 December 2024","2990 000"
"304","Mieszkanie"," Wilda"," 50 ","16 December 2024","2485 000"
"305","Mieszkanie",NA," 68 ","16 December 2024","3784 000"
"306","Mieszkanie"," Jeżyce"," 53 ","16 December 2024","1780 000"
"307","Mieszkanie"," Grunwald"," 27 ","16 December 2024","71650"
"308","Mieszkanie"," Górczyn"," 68 ","16 December 2024","5750 530"
"309","Mieszkanie"," Stare Miasto"," 60 ","15 December 2024","93000"
"310","Mieszkanie"," Dębiec"," 58 ","15 December 2024","3499 000"
"311","Mieszkanie"," Ogrody"," 21 ","15 December 2024","9299 000"
"312","Mieszkanie"," Łazarz"," 64 ","15 December 2024","2579 000"
"313","Mieszkanie"," Stare Miasto"," 62 ","15 December 2024","4739 000"
"314","Mieszkanie"," Grunwald"," 97 ","15 December 2024","83000"
"315","Mieszkanie"," Piątkowo"," 70 ","15 December 2024","7649 000"
"316","Działka"," Wilda"," 869 ","14 December 2024","33 900 000"
"317","Dom",NA," 544 ","14 December 2024","13 749 000"
"318","Mieszkanie",NA," 44 ","14 December 2024","7527 000"
"319","Mieszkanie"," Naramowice"," 28 ","14 December 2024","9317 300"
"320","Mieszkanie"," Naramowice"," 54 ","14 December 2024","7601 143"
"321","Mieszkanie"," Naramowice"," 53 ","14 December 2024","3596 195"
"322","Mieszkanie"," Rataje"," 41 ","14 December 2024","0429 383"
"323","Mieszkanie"," Rataje"," 42 ","14 December 2024","7437 255"
"324","Mieszkanie"," Naramowice"," 34 ","14 December 2024","9433 668"
"325","Mieszkanie"," Naramowice"," 43 ","14 December 2024","6469 779"
"326","Mieszkanie"," Naramowice"," 41 ","14 December 2024","5468 844"
"327","Mieszkanie"," Rataje"," 43 ","14 December 2024","3438 445"
"328","Mieszkanie"," Rataje"," 39 ","14 December 2024","2422 513"
"329","Mieszkanie"," Rataje"," 52 ","14 December 2024","7507 260"
"330","Mieszkanie"," Naramowice"," 28 ","14 December 2024","4359 300"
"331","Mieszkanie"," Naramowice"," 27 ","14 December 2024","3342 000"
"332","Mieszkanie"," Grunwald"," 32 ","14 December 2024","6557 790"
"333","Mieszkanie"," Grunwald"," 91 ","14 December 2024","7956 445"
"334","Mieszkanie"," Grunwald"," 60 ","14 December 2024","6643 572"
"335","Mieszkanie"," Jeżyce"," 52 ","14 December 2024","8659 000"
"336","Mieszkanie"," Winogrady"," 48 ","14 December 2024","2514 000"
"337","Mieszkanie"," Stare Miasto"," 48 ","14 December 2024","1514 000"
"338","Mieszkanie"," Stare Miasto"," 65 ","14 December 2024","22900"
"339","Dom",NA," 220 ","14 December 2024","81 240 000"
"340","Mieszkanie"," Łazarz"," 94 ","14 December 2024","43200"
"341","Mieszkanie"," Jeżyce"," 56 ","14 December 2024","0628 527"
"342","Mieszkanie"," Jeżyce"," 42 ","14 December 2024","3729 000"
"343","Dom"," Grunwald"," 180 ","13 December 2024","44500"
"344","Mieszkanie"," Winogrady"," 39 ","13 December 2024","5493 373"
"345","Mieszkanie"," Winogrady"," 44 ","13 December 2024","4523 995"
"346","Mieszkanie"," Winogrady"," 50 ","13 December 2024","2548 595"
"347","Mieszkanie"," Winogrady"," 38 ","13 December 2024","1461 838"
"348","Mieszkanie"," Winogrady"," 50 ","13 December 2024","8564 256"
"349","Mieszkanie"," Winogrady"," 60 ","13 December 2024","7625 449"
"350","Mieszkanie"," Winogrady"," 39 ","13 December 2024","6473 153"
"351","Mieszkanie"," Dębiec"," 32 ","13 December 2024","11450"
"352","Lokal handlowy"," Dębiec"," 208 ","13 December 2024","71 064 713"
"353","Mieszkanie"," Naramowice"," 69 ","13 December 2024","5629 000"
"354","Mieszkanie"," Grunwald"," 52 ","13 December 2024","3599 000"
"355","Mieszkanie"," Jeżyce"," 37 ","13 December 2024","7390 000"
"356","Mieszkanie"," Chartowo"," 59 ","13 December 2024","3470 000"
"357","Mieszkanie"," Stare Miasto"," 49 ","13 December 2024","6465 000"
"358","Mieszkanie"," Nowe Miasto"," 37 ","13 December 2024","02200"
"359","Mieszkanie"," Grunwald"," 72 ","13 December 2024","4730 000"
"360","Magazyny i hale",NA," 5000 ","13 December 2024","974 725"
"361","Mieszkanie"," Winogrady"," 31 ","13 December 2024","01700"
"362","Mieszkanie",NA," 56 ","13 December 2024","1562 719"
"363","Mieszkanie",NA," 55 ","13 December 2024","0556 743"
"364","Biuro"," Jeżyce"," 33 ","13 December 2024","9209 349"
"365","Mieszkanie"," Żegrze"," 64 ","13 December 2024","1730 000"
"366","Mieszkanie"," Jeżyce"," 48 ","13 December 2024","9765 000"
"367","Mieszkanie"," Jeżyce"," 34 ","13 December 2024","6439 000"
"368","Mieszkanie"," Nowe Miasto"," 38 ","13 December 2024","8429 000"
"369","Mieszkanie"," Sołacz"," 45 ","13 December 2024","2425 000"
"370","Mieszkanie"," Rataje"," 36 ","13 December 2024","02100"
"371","Mieszkanie"," Naramowice"," 29 ","13 December 2024","61950"
"372","Dom",NA," 330 ","12 December 2024","72 050 000"
"373","Mieszkanie"," Winogrady"," 51 ","12 December 2024","5550 774"
"374","Dom",NA," 95 ","12 December 2024","83999"
"375","Mieszkanie",NA," 95 ","12 December 2024","73999"
"376","Mieszkanie"," Stare Miasto"," 45 ","12 December 2024","4958 900"
"377","Mieszkanie"," Łazarz"," 25 ","12 December 2024","2347 500"
"378","Mieszkanie"," Stare Miasto"," 47 ","12 December 2024","7525 000"
"379","Mieszkanie"," Piątkowo"," 64 ","12 December 2024","6610 000"
"380","Dom"," Wola"," 246 ","12 December 2024","3989 000"
"381","Dom"," Grunwald"," 270 ","12 December 2024","21 290 000"
"382","Magazyny i hale"," Górczyn"," 455 ","12 December 2024","019 800"
"383","Magazyny i hale",NA," 194 ","12 December 2024","93298"
"384","Mieszkanie"," Stare Miasto"," 53 ","12 December 2024","7525 000"
"385","Biuro"," Centrum"," 81 ","12 December 2024","06500"
"386","Dom"," Wola"," 246 ","12 December 2024","91 049 000"
"387","Mieszkanie"," Stare Miasto"," 61 ","12 December 2024","1716 000"
"388","Działka"," Górczyn"," 776 ","12 December 2024","9775 000"
"389","Mieszkanie"," Grunwald"," 69 ","12 December 2024","2999 000"
"390","Lokal handlowy",NA," 112 ","12 December 2024","813 392"
